,author,quotes
4,Audrey Hepburn Quotes,"The greatest victory has been to be able to live with myself, to accept my shortcomings… I’m a long way from the human being I’d like to be. But I’ve decided I’m not so bad after all."
5,Audrey Hepburn Quotes,"I have learnt how to live… how to be in the world and of the world, and not just to stand aside and watch."
6,Audrey Hepburn Quotes,"Pick the day. Enjoy it – to the hilt. The day as it comes. People as they come… The past, I think, has helped me appreciate the present – and I don’t want to spoil any of it by fretting about the future."
7,Audrey Hepburn Quotes,"Not to live for the day, that would be materialistic – but to treasure the day. I realize that most of us live on the skin – on the surface – without appreciating just how wonderful it is simply to be alive at all."
8,Audrey Hepburn Quotes,"I believe, every day, you should have at least one exquisite moment."
9,Audrey Hepburn Quotes,Life is a party. Dress for it.
10,Audrey Hepburn Quotes,"Giving is living. If you stop wanting to give, there’s nothing more to live for."
11,Audrey Hepburn Quotes,"People, even more than things, have to be restored, renewed, revived, reclaimed, and redeemed; never throw out anyone."
12,Audrey Hepburn Quotes,"I was born with an enormous need for affection, and a terrible need to give it."
13,Audrey Hepburn Quotes,"Your heart just breaks, that’s all. But you can’t judge, or point fingers. You just have to be lucky enough to find someone who appreciates you."
14,Audrey Hepburn Quotes,"They say love is the best investment; the more you give, the more you get in return.”"
15,Audrey Hepburn Quotes,"If I get married, I want to be very married."
16,Audrey Hepburn Quotes,"When the chips are down, you are alone, and loneliness can be terrifying. Fortunately, I’ve always had a chum I could call. And I love to be alone. It doesn’t bother me one bit. I’m my own company."
17,Audrey Hepburn Quotes,"When you have nobody you can make a cup of tea for, when nobody needs you, that’s when I think life is over."
18,Audrey Hepburn Quotes,"We all want to be loved, don’t we? Everyone looks for a way of finding love. It’s a constant search for affection in every walk of life."
19,Audrey Hepburn Quotes,"Whatever a man might do, whatever misery or heartache your children might give you – and they give you a lot – however much your parents irritate you – it doesn’t matter because you love them."
20,Audrey Hepburn Quotes,"I may not always be offered work, but I’ll always have my family."
21,Audrey Hepburn Quotes,True friends are families which you can select.
22,Audrey Hepburn Quotes,"Pick the day. Enjoy it – to the hilt. The day as it comes. People as they come… The past, I think, has helped me appreciate the present – and I don’t want to spoil any of it by fretting about the future."
23,Audrey Hepburn Quotes,I tried always to do better: saw always a little further. I tried to stretch myself.
24,Audrey Hepburn Quotes,To plant a garden is to believe in tomorrow.
25,Audrey Hepburn Quotes,"I heard a definition once: Happiness is health and a short memory! I wish I’d invented it, because it is very true."
26,Audrey Hepburn Quotes,"I believe in pink. I believe that laughing is the best calorie burner. I believe in kissing, kissing a lot. I believe in being strong when everything seems to be going wrong. I believe that happy girls are the prettiest girls. I believe that tomorrow is another day and I believe in miracles."
27,Audrey Hepburn Quotes,"I believe in manicures. I believe in overdressing. I believe in primping at leisure and wearing lipstick. I believe in pink. I believe happy girls are the prettiest girls. I believe that tomorrow is another day, and… I believe in miracles."
28,Audrey Hepburn Quotes,"I probably hold the distinction of being one movie star who, by all laws of logic, should never have made it. At each stage of my career, I lacked the experience."
29,Audrey Hepburn Quotes,I never think of myself as an icon. What is in other people’s mind is not in my mind. I just do my thing.
30,Audrey Hepburn Quotes,There are certain shades of limelight that can wreck a girl’s complexion.
31,Audrey Hepburn Quotes,My greatest ambition is to have a career without becoming a career woman.
32,Audrey Hepburn Quotes,"When you have found it, you should stick to it."
33,Audrey Hepburn Quotes,It is too much to hope that I shall keep up my success. I don’t ask for that. All I shall do is my best – and hope.
34,Audrey Hepburn Quotes,"Good things aren’t supposed to just fall into your lap. God is very generous, but He expects you to do your part first."
35,Audrey Hepburn Quotes,"I love people who make me laugh. I honestly think it’s the thing I like most, to laugh. It cures a multitude of ills. It’s probably the most important thing in a person."
36,Audrey Hepburn Quotes,"Why change? Everyone has his own style. When you have found it, you should stick to it."
37,Audrey Hepburn Quotes,For me the only things of interests are those linked to the heart.
38,Audrey Hepburn Quotes,"On the one hand maybe I’ve remained infantile, while on the other I matured quickly, because at a young age I was very aware of suffering and fear."
39,Audrey Hepburn Quotes,"It’s that wonderful old-fashioned idea that others come first and you come second. This was the whole ethic by which I was brought up. Others matter more than you do, so don’t fuss, dear; get on with it."
40,Audrey Hepburn Quotes,"The beauty in a woman is not in the clothes she wears, the figure that she carries, or the way she combs her hair. The beauty of a woman is seen in her eyes, because that is the doorway to her heart; the place where love resides. True beauty in a woman is reflected in her soul. It’s the caring and that she lovingly gives the passion that she shows and the beauty of a woman only grows with passing years."
41,Audrey Hepburn Quotes,"Elegance is the only beauty that never fades. A woman can be beautiful as well as intellectual. It’s that wonderful old-fashioned idea that others come first and you come second. This was the whole ethic by which I was brought up. Others matter more than you do, so ‘don’t fuss, dear; get on with it.’"
42,Audrey Hepburn Quotes,"Sex appeal is something that you feel deep down inside. It’s suggested rather than shown. I’m not as well-stacked as Sophia Loren or Gina Lollobrigida, but there is more to sex appeal than just measurements. I don’t need a bedroom to prove my womanliness. I can convey just as much sex appeal, picking apples off a tree or standing in the rain."
