,author,quotes
80,Mark Twain Quotes,The easy confidence with which I know another man’s religion is folly teaches me to suspect that my own is also.
81,Mark Twain Quotes,"If animals could speak, the dog would be a blundering outspoken fellow; but the cat would have the rare grace of never saying a word too much."
82,Mark Twain Quotes,A clear conscience is the sure sign of a bad memory.
83,Mark Twain Quotes,"You believe in a book that has talking animals, wizards, witches, demons, sticks turning into snakes, burning bushes, food falling from the sky, people walking on water, and all sorts of magical, absurd and primitive stories, and you say that we are the ones that need help?"
84,Mark Twain Quotes,If voting made any difference they wouldn’t let us do it.
85,Mark Twain Quotes,"The less there is to justify a traditional custom, the harder it is to get rid of it.The Adventures of Tom Sawyer"
86,Mark Twain Quotes,"History doesn’t repeat itself, but it does rhyme."
87,Mark Twain Quotes,In Paris they just simply opened their eyes and stared when we spoke to them in French! We never did succeed in making those idiots understand their own language.The Innocents Abroad
88,Mark Twain Quotes,"Right is right, and wrong is wrong, and a body ain’t got no business doing wrong when he ain’t ignorant and knows better.The Adventures of Huckleberry Finn"
89,Mark Twain Quotes,A gentleman is someone who knows how to play the banjo and doesn’t.
90,Mark Twain Quotes,There is nothing so annoying as having two people talking when you’re busy interrupting.
91,Mark Twain Quotes,"The radical of one century is the conservative of the next. The radical invents the views. When he has worn them out, the conservative adopt."
92,Mark Twain Quotes,"I couldn’t bear to think about it; and yet, somehow, I couldn’t think about nothing else.The Adventures of Huckleberry Finn"
93,Mark Twain Quotes,"Heaven goes by favor. If it went by merit, you would stay out and your dog would go in."
94,Mark Twain Quotes,Eat a live frog first thing in the morning and nothing worse will happen to you the rest of the day.
95,Mark Twain Quotes,Always acknowledge a fault. This will throw those in authority off their guard and give you an opportunity to commit more.
96,Mark Twain Quotes,"All right, then, I’ll go to hell.The Adventures of Huckleberry Finn"
97,Mark Twain Quotes,"When we remember we are all mad, the mysteries disappear and life stands explained."
98,Mark Twain Quotes,It is better to deserve honors and not have them than to have them and not deserve them.
99,Mark Twain Quotes,Part of the secret of success in life is to eat what you like and let the food fight it out inside.
100,Mark Twain Quotes,April 1. This is the day upon which we are reminded of what we are on the other three hundred and sixty-four.Puddn’head Wilson and Other Tales
101,Mark Twain Quotes,"After all these years, I see that I was mistaken about Eve in the beginning; it is better to live outside the Garden with her than inside it without her.Diaries of Adam & Eve"
102,Mark Twain Quotes,I have found out that there ain’t no surer way to find out whether you like people or hate them than to travel with them.Tom Sawyer Abroad
103,Mark Twain Quotes,The best way to cheer yourself is to try to cheer someone else up.
104,Mark Twain Quotes,"I haven’t any right to criticize books, and I don’t do it except when I hate them. I often want to criticize Jane Austen, but her books madden me so that I can’t conceal my frenzy from the reader; and therefore I have to stop every time I begin. Every time I read Pride and Prejudice I want to dig her up and beat her over the skull with her own shin-bone."
105,Mark Twain Quotes,"I have a higher and grander standard of principle than George Washington. He could not lie; I can, but I won’t."
106,Mark Twain Quotes,All you need in this life is ignorance and confidence; then success is sure.
107,Mark Twain Quotes,"Get your facts first, and then you can distort them as much as you please."
108,Mark Twain Quotes,Never put off till tomorrow what may be done day after tomorrow just as well.
109,Mark Twain Quotes,"Good friends, good books, and a sleepy conscience: this is the ideal life."
110,Mark Twain Quotes,Don’t go around saying the world owes you a living. The world owes you nothing. It was here first.
111,Mark Twain Quotes,"Keep away from people who try to belittle your ambitions. Small people always do that, but the really great make you feel that you, too, can become great."
112,Mark Twain Quotes,The difference between the almost right word and the right word is really a large matter. ’tis the difference between the lightning bug and the lightning.
113,Mark Twain Quotes,"But who prays for Satan? Who, in eighteen centuries, has had the common humanity to pray for the one sinner that needed it most?"
114,Mark Twain Quotes,"In a good bookroom you feel in some mysterious way that you are absorbing the wisdom contained in all the books through your skin, without even opening them."
115,Mark Twain Quotes,The man who does not read has no advantage over the man who cannot read.
116,Mark Twain Quotes,"I was gratified to be able to answer promptly, and I did. I said I didn’t know."
117,Mark Twain Quotes,Human beings can be awful cruel to one another.The Adventures of Huckleberry Finn
118,Mark Twain Quotes,It is easier to stay out than to get out.
119,Mark Twain Quotes,"Grief can take care of itself, but to get the full value of joy you must have somebody to divide it with."
120,Mark Twain Quotes,When red-headed people are above a certain social grade their hair is auburn.
121,Mark Twain Quotes,"Thunder is good, thunder is impressive; but it is lightning that does the work."
122,Mark Twain Quotes,"The right word may be effective, but no word was ever as effective as a rightly timed pause."
123,Mark Twain Quotes,"It takes your enemy and your friend, working together, to hurt you to the heart: the one to slander you and the other to get the news to you."
124,Mark Twain Quotes,"There’s one way to find out if a man is honest: ask him; if he says yes, you know he’s crooked."
125,Mark Twain Quotes,It’s easier to fool people than to convince them that they have been fooled.
126,Mark Twain Quotes,Persons attempting to find a motive in this narrative will be prosecuted; persons attempting to find a moral in it will be banished; persons attempting to find a plot in it will be shot.The Adventures of Huckleberry Finn
127,Mark Twain Quotes,In the first place God made idiots. This was for practice. Then he made school boards.Following the Equator: A Journey Around the World
128,Mark Twain Quotes,"Life does not consist mainly, or even largely, of facts or happenings. It consist mainly of the storm of thoughts that is forever flowing through one’s head."
129,Mark Twain Quotes,"A successful book is not made of what is in it, but what is left out of it."
130,Mark Twain Quotes,It’s better to keep your mouth shut and appear stupid than open it and remove all doubt.
131,Mark Twain Quotes,Writing is easy. All you have to do is cross out the wrong words.
132,Mark Twain Quotes,"Now and then we had a hope that if we lived and were good, God would permit us to be pirates.Life on the Mississippi "
133,Mark Twain Quotes,"I did not attend his funeral, but I sent a nice letter saying I approved of it."
134,Mark Twain Quotes,"Loyalty to country ALWAYS. Loyalty to government, when it deserves it."
135,Mark Twain Quotes,Substitute ‘damn’ every time you’re inclined to write ‘very;’ your editor will delete it and the writing will be just as it should be.
136,Mark Twain Quotes,The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.
137,Mark Twain Quotes,Be good and you will be lonesome.Following the Equator: A Journey Around the World
138,Mark Twain Quotes,Why do you sit there looking like an envelope without any address on it?
139,Mark Twain Quotes,Let us live so that when we come to die even the undertaker will be sorry.
140,Mark Twain Quotes,The man who is a pessimist before 48 knows too much; if he is an optimist after it he knows too little.
141,Mark Twain Quotes,Man is the only animal that blushes. Or needs to.
142,Mark Twain Quotes,"When you fish for love, bait with your heart, not your brain.Notebook"
143,Mark Twain Quotes,"A person that started in to carry a cat home by the tail was getting knowledge that was always going to be useful to him, and warn’t ever going to grow dim or doubtful.Tom Sawyer Abroad"
144,Mark Twain Quotes,Patriotism is supporting your country all the time and your government when it deserves it.
145,Mark Twain Quotes,"When I was younger, I could remember anything, whether it had happened or not; but my faculties are decaying now and soon I shall be so I cannot remember any but the things that never happened. It is sad to go to pieces like this but we all have to do it."
146,Mark Twain Quotes,Let us be thankful for the fools. But for them the rest of us could not succeed.
147,Mark Twain Quotes,That is just the way with some people. They get down on a thing when they don’t know nothing about it.The Adventures of Huckleberry Finn
148,Mark Twain Quotes,"Don’t part with your illusions. When they are gone you may still exist, but you have ceased to live."
149,Mark Twain Quotes,Sanity and happiness are an impossible combination.
150,Mark Twain Quotes,"If you don’t read the newspaper, you’re uninformed. If you read the newspaper, you’re mis-informed."
151,Mark Twain Quotes,Familiarity breeds contempt and children.
152,Mark Twain Quotes,Censorship is telling a man he can’t have a steak just because a baby can’t chew it.
153,Mark Twain Quotes,"Facts are stubborn things, but statistics are pliable."
154,Mark Twain Quotes,"It’s easy to make friends, but hard to get rid of them."
155,Mark Twain Quotes,"Be respectful to your superiors, if you have any.The Wit and Wisdom of Mark Twain"
156,Mark Twain Quotes,"Against the assault of laughter, nothing can stand.The Mysterious Stranger and Other Curious Tales"
157,Mark Twain Quotes,"The older I get, the more clearly I remember things that never happened."
158,Mark Twain Quotes,"There are many humorous things in the world; among them, the white man’s notion that he is less savage than the other savages.Following the Equator: A Journey Around the World"
159,Mark Twain Quotes,"Adam was but human—this explains it all. He did not want the apple for the apple’s sake, he wanted it only because it was forbidden. The mistake was in not forbidding the serpent; then he would have eaten the serpent.Puddn’head Wilson and Other Tales"
160,Mark Twain Quotes,"There was never yet an uninteresting life. Such a thing is an impossibility. Inside of the dullest exterior there is a drama, a comedy, and a tragedy."
161,Mark Twain Quotes,Training is everything. The peach was once a bitter almond; cauliflower is nothing but cabbage with a college education.
162,Mark Twain Quotes,The reports of my death are greatly exaggerated.
163,Mark Twain Quotes,"There isn’t time, so brief is life, for bickerings, apologies, heartburnings, callings to account. There is only time for loving, and but an instant, so to speak, for that."
164,Mark Twain Quotes,Write without pay until somebody offers to pay.
165,Mark Twain Quotes,My books are water; those of the great geniuses is wine. Everybody drinks water.Notebook
166,Mark Twain Quotes,If you pick up a starving dog and make him prosperous he will not bite you. This is the principal difference between a dog and man.
167,Mark Twain Quotes,"Courage is resistance to fear, mastery of fear – not absence of fear."
168,Mark Twain Quotes,Name the greatest of all inventors. Accident.
169,Mark Twain Quotes,"Truth is stranger than fiction, but it is because Fiction is obliged to stick to possibilities; Truth isn’t.Following the Equator: A Journey Around the World"
170,Mark Twain Quotes,Never allow someone to be your priority while allowing yourself to be their option.
171,Mark Twain Quotes,"I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it."
172,Mark Twain Quotes,"Reader, suppose you were an idiot. And suppose you were a member of Congress. But I repeat myself."
173,Mark Twain Quotes,"What would men be without women? Scarce, sir…mighty scarce."
174,Mark Twain Quotes,It is higher and nobler to be kind.
175,Mark Twain Quotes,An honest politician is an oxymoron.
176,Mark Twain Quotes,"If you want me to give you a two-hour presentation, I am ready today. If you want only a five-minute speech, it will take me two weeks to prepare."
177,Mark Twain Quotes,"Love seems the swiftest, but it is the slowest of all growths. No man or woman really knows what perfect love is until they have been married a quarter of a century."
0,Martin Luther King Jr. Quotes,We are not makers of history. We are made by history.
1,Martin Luther King Jr. Quotes,Every man must decide whether he will walk in the light of creative altruism or in the darkness of destructive selfishness.
2,Martin Luther King Jr. Quotes,"Science investigates; religion interprets. Science gives man knowledge, which is power; religion gives man wisdom, which is control. Science deals mainly with facts; religion deals mainly with values. The two are not rivals."
3,Martin Luther King Jr. Quotes,"We must use time creatively, in the knowledge that the time is always ripe to do right."
4,Martin Luther King Jr. Quotes,"There is nothing more tragic than to find an individual bogged down in the length of life, devoid of breadth."
5,Martin Luther King Jr. Quotes,"Property is intended to serve life, and no matter how much we surround it with rights and respect, it has no personal being. It is part of the earth man walks on. It is not man."
6,Martin Luther King Jr. Quotes,The function of education is to teach one to think intensively and to think critically. Intelligence plus character – that is the goal of true education.
7,Martin Luther King Jr. Quotes,All labor that uplifts humanity has dignity and importance and should be undertaken with painstaking excellence.
8,Martin Luther King Jr. Quotes,An individual has not started living until he can rise above the narrow confines of his individualistic concerns to the broader concerns of all humanity.
9,Martin Luther King Jr. Quotes,"Rarely do we find men who willingly engage in hard, solid thinking. There is an almost universal quest for easy answers and half-baked solutions. Nothing pains some people more than having to think."
10,Martin Luther King Jr. Quotes,"Every man lives in two realms: the internal and the external. The internal is that realm of spiritual ends expressed in art, literature, morals, and religion. The external is that complex of devices, techniques, mechanisms, and instrumentalities by means of which we live."
11,Martin Luther King Jr. Quotes,Shallow understanding from people of good will is more frustrating than absolute misunderstanding from people of ill will.
12,Martin Luther King Jr. Quotes,There comes a time when people get tired of being pushed out of the glittering sunlight of life’s July and left standing amid the piercing chill of an alpine November.
13,Martin Luther King Jr. Quotes,A lie cannot live.
14,Martin Luther King Jr. Quotes,The past is prophetic in that it asserts loudly that wars are poor chisels for carving out peaceful tomorrows
15,Martin Luther King Jr. Quotes,"The limitation of riots, moral questions aside, is that they cannot win and their participants know it. Hence, rioting is not revolutionary but reactionary because it invites defeat. It involves an emotional catharsis, but it must be followed by a sense of futility."
16,Martin Luther King Jr. Quotes,He who is devoid of the power to forgive is devoid of the power to love.
17,Martin Luther King Jr. Quotes,"I believe that unarmed truth and unconditional love will have the final word in reality. This is why right, temporarily defeated, is stronger than evil triumphant."
18,Martin Luther King Jr. Quotes,There can be no deep disappointment where there is not deep love.
19,Martin Luther King Jr. Quotes,"We must develop and maintain the capacity to forgive. He who is devoid of the power to forgive is devoid of the power to love. There is some good in the worst of us and some evil in the best of us. When we discover this, we are less prone to hate our enemies."
20,Martin Luther King Jr. Quotes,Nonviolence is absolute commitment to the way of love. Love is not emotional bash; it is not empty sentimentalism. It is the active outpouring of one’s whole being into the being of another.
21,Martin Luther King Jr. Quotes,"Man must evolve for all human conflict a method which rejects revenge, aggression and retaliation. The foundation of such a method is love."
22,Martin Luther King Jr. Quotes,It is not enough to say we must not wage war. It is necessary to love peace and sacrifice for it.
23,Martin Luther King Jr. Quotes,"If you can’t fly then run, if you can’t run then walk, if you can’t walk then crawl, but whatever you do you have to keep moving forward."
24,Martin Luther King Jr. Quotes,Let no man pull you so low as to hate him.
25,Martin Luther King Jr. Quotes,"There comes a time when one must take a position that is neither safe nor politic nor popular, but he must take it because his conscience tells him it is right."
26,Martin Luther King Jr. Quotes,Everybody can be great … because anybody can serve. You don’t have to have a college degree to serve. You don’t have to make your subject and verb agree to serve. You only need a heart full of grace. A soul generated by love.
27,Martin Luther King Jr. Quotes,A man who won’t die for something is not fit to live.
28,Martin Luther King Jr. Quotes,We must build dikes of courage to hold back the flood of fear.
29,Martin Luther King Jr. Quotes,"We must accept finite disappointment, but never lose infinite hope."
30,Martin Luther King Jr. Quotes,"Those who are not looking for happiness are the most likely to find it, because those who are searching forget that the surest way to be happy is to seek happiness for others."
31,Martin Luther King Jr. Quotes,Never succumb to the temptation of bitterness.
32,Martin Luther King Jr. Quotes,"You will change your mind; You will change your looks; You will change your smile, laugh, and ways but no matter what you change, you will always be you."
33,Martin Luther King Jr. Quotes,"Whatever your life’s work is, do it well. A man should do his job so well that the living, the dead, and the unborn could do it no better."
34,Martin Luther King Jr. Quotes,Everything that we see is a shadow cast by that which we do not see.
35,Martin Luther King Jr. Quotes,We must concentrate not merely on the negative expulsion of war but the positive affirmation of peace.
36,Martin Luther King Jr. Quotes,The art of acceptance is the art of making someone who has just done you a small favor wish that he might have done you a greater one.
37,Martin Luther King Jr. Quotes,A riot is the language of the unheard.
38,Martin Luther King Jr. Quotes,Our lives begin to end the day we become silent about things that matter.
39,Martin Luther King Jr. Quotes,"The ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy."
40,Martin Luther King Jr. Quotes,Nothing in all the world is more dangerous than sincere ignorance and conscientious stupidity.
41,Martin Luther King Jr. Quotes,"Never, never be afraid to do what’s right, especially if the well-being of a person or animal is at stake. Society’s punishments are small compared to the wounds we inflict on our soul when we look the other way."
42,Martin Luther King Jr. Quotes,Forgiveness is not an occasional act; it is a constant attitude.
43,Martin Luther King Jr. Quotes,"Ten thousand fools proclaim themselves into obscurity, while one wise man forgets himself into immortality."
44,Martin Luther King Jr. Quotes,"When you are right you cannot be too radical; when you are wrong, you cannot be too conservative."
45,Martin Luther King Jr. Quotes,That old law about ‘an eye for an eye’ leaves everybody blind. The time is always right to do the right thing.
46,Martin Luther King Jr. Quotes,"If I cannot do great things, I can do small things in a great way."
47,Martin Luther King Jr. Quotes,We are prone to judge success by the index of our salaries or the size of our automobiles rather than by the quality of our service and relationship to mankind.
48,Martin Luther King Jr. Quotes,"Whatever affects one directly, affects all indirectly. I can never be what I ought to be until you are what you ought to be. This is the interrelated structure of reality."
49,Martin Luther King Jr. Quotes,Not everybody can be famous but everybody can be great because greatness is determined by service… You only need a heart full of grace and a soul generated by love.
50,Martin Luther King Jr. Quotes,"Almost always, the creative dedicated minority has made the world better."
51,Martin Luther King Jr. Quotes,"The soft-minded man always fears change. He feels security in the status quo, and he has an almost morbid fear of the new. For him, the greatest pain is the pain of a new idea."
52,Martin Luther King Jr. Quotes,We cannot walk alone.
53,Martin Luther King Jr. Quotes,He who passively accepts evil is as much involved in it as he who helps to perpetrate it. He who accepts evil without protesting against it is really cooperating with it.
54,Martin Luther King Jr. Quotes,"I am not interested in power for power’s sake, but I’m interested in power that is moral, that is right and that is good."
55,Martin Luther King Jr. Quotes,"Human progress is neither automatic nor inevitable… Every step toward the goal of justice requires sacrifice, suffering, and struggle; the tireless exertions and passionate concern of dedicated individuals."
56,Martin Luther King Jr. Quotes,People fail to get along because they fear each other; they fear each other because they don’t know each other; they don’t know each other because they have not communicated with each other.
57,Martin Luther King Jr. Quotes,I refuse to accept the view that mankind is so tragically bound to the starless midnight of racism and war that the bright daybreak of peace and brotherhood can never become a reality… I believe that unarmed truth and unconditional love will have the final word.
58,Martin Luther King Jr. Quotes,"We will remember not the words of our enemies, but the silence of our friends."
59,Martin Luther King Jr. Quotes,Law and order exist for the purpose of establishing justice and when they fail in this purpose they become the dangerously structured dams that block the flow of social progress.
60,Martin Luther King Jr. Quotes,We must learn to live together as brothers or perish together as fools.
61,Martin Luther King Jr. Quotes,"Capitalism does not permit an even flow of economic resources. With this system, a small privileged few are rich beyond conscience, and almost all others are doomed to be poor at some level. That’s the way the system works. And since we know that the system will not change the rules, we are going to have to change the system."
62,Martin Luther King Jr. Quotes,Our scientific power has outrun our spiritual power. We have guided missiles and misguided men.
63,Martin Luther King Jr. Quotes,"We must come to see that the end we seek is a society at peace with itself, a society that can live with its conscience."
64,Martin Luther King Jr. Quotes,I have a dream that one day little black boys and girls will be holding hands with little white boys and girls.
65,Martin Luther King Jr. Quotes,"What is wrong in the world today is that the nations of the world are engaged in a bitter, colossal contest for supremacy."
66,Martin Luther King Jr. Quotes,"I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin, but by the content of their character."
67,Martin Luther King Jr. Quotes,"History will have to record that the greatest tragedy of this period of social transition was not the strident clamor of the bad people, but the appalling silence of the good people."
68,Martin Luther King Jr. Quotes,A nation or civilization that continues to produce soft-minded men purchases its own spiritual death on the installment plan.
69,Martin Luther King Jr. Quotes,"The more there are riots, the more repressive action will take place, and the more we face the danger of a right-wing takeover and eventually a fascist society."
70,Martin Luther King Jr. Quotes,"No, no, we are not satisfied, and we will not be satisfied until justice rolls down like waters and righteousness like a mighty stream."
71,Martin Luther King Jr. Quotes,"The hope of a secure and livable world lies with disciplined nonconformists who are dedicated to justice, peace and brotherhood."
72,Martin Luther King Jr. Quotes,The moral arc of the universe bends at the elbow of justice.
73,Martin Luther King Jr. Quotes,"It may be true that the law cannot make a man love me, but it can keep him from lynching me, and I think that’s pretty important."
74,Martin Luther King Jr. Quotes,"Of all the forms of inequality, injustice in health care is the most shocking and inhumane."
75,Martin Luther King Jr. Quotes,Never forget that everything Hitler did in Germany was legal.
76,Martin Luther King Jr. Quotes,"I submit that an individual who breaks a law that conscience tells him is unjust, and who willingly accepts the penalty of imprisonment in order to arouse the conscience of the community over its injustice, is in reality expressing the highest respect for law."
77,Martin Luther King Jr. Quotes,"The principle of self defense, even involving weapons and bloodshed, has never been condemned, even by Gandhi."
78,Martin Luther King Jr. Quotes,We who in engage in nonviolent direct action are not the creators of tension. We merely bring to the surface the hidden tension that is already alive.
79,Martin Luther King Jr. Quotes,"Nonviolence means avoiding not only external physical violence but also internal violence of spirit. You not only refuse to shoot a man, but you refuse to hate him."
80,Martin Luther King Jr. Quotes,At the center of non-violence stands the principle of love.
81,Martin Luther King Jr. Quotes,"Violence as a way of achieving racial justice is both impractical and immoral. I am not unmindful of the fact that violence often brings about momentary results. Nations have frequently won their independence in battle. But in spite of temporary victories, violence never brings permanent peace."
82,Martin Luther King Jr. Quotes,"World peace through nonviolent means is neither absurd nor unattainable. All other methods have failed. Thus we must begin anew. Nonviolence is a good starting point. Those of us who believe in this method can be voices of reason, sanity, and understanding amid the voices of violence, hatred, and emotion. We can very well set a mood of peace out of which a system of peace can be built."
83,Martin Luther King Jr. Quotes,"Returning hate for hate multiplies hate, adding deeper darkness to a night already devoid of stars. Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that. Hate multiplies hate, violence multiplies violence, and toughness multiplies toughness in a descending spiral of destruction."
84,Martin Luther King Jr. Quotes,Mankind must put and end to war or war will put an end to mankind.
85,Martin Luther King Jr. Quotes,"If the cruelties of slavery could not stop us, the opposition we now face will surely fail. Because the goal of America is freedom, abused and scorned tho’ we may be, our destiny is tied up with America’s destiny."
86,Martin Luther King Jr. Quotes,"In our glorious fight for civil rights, we must guard against being fooled by false slogans, as ‘right-to-work.’ It provides no ‘rights’ and no ‘works.’ Its purpose is to destroy labor unions and the freedom of collective bargaining… We demand this fraud be stopped."
87,Martin Luther King Jr. Quotes,"In the process of gaining our rightful place, we must not be guilty of wrongful deeds. Let us not seek to satisfy our thirst for freedom by drinking from the cup of bitterness and hatred. We must forever conduct our struggle on the high plane of dignity and discipline. We must not allow our creative protest to degenerate into physical violence. Again and again, we must rise to the majestic heights of meeting physical force with soul force."
88,Martin Luther King Jr. Quotes,"I have the audacity to believe that peoples everywhere can have three meals a day for their bodies, education and culture for their minds, and dignity, equality, and freedom for their spirits."
89,Martin Luther King Jr. Quotes,"If physical death is the price that I must pay to free my white brothers and sisters from a permanent death of the spirit, then nothing can be more redemptive."
90,Martin Luther King Jr. Quotes,"I want to be the white man’s brother, not his brother-in-law."
91,Martin Luther King Jr. Quotes,"When we let freedom ring, when we let it ring from every village and every hamlet, from every state and every city, we will be able to speed up that day when all of God’s children, black men and white men, Jews and Gentiles, Protestants and Catholics, will be able to join hands and sing in the words of the old Negro spiritual, ‘Free at last! Free at last! Thank God Almighty, we are free at last!’"
92,Martin Luther King Jr. Quotes,"If any earthly institution or custom conflicts with God’s will, it is your Christian duty to oppose it. You must never allow the transitory, evanescent demands of man-made institutions to take precedence over the eternal demands of the Almighty God."
93,Martin Luther King Jr. Quotes,"Courage is an inner resolution to go forward despite obstacles; Cowardice is submissive surrender to circumstances. Courage breeds creativity; Cowardice represses fear and is mastered by it. Cowardice asks the question, is it safe? Expediency asks the question, is it politic? Vanity asks the question, is it popular? But conscience ask the question, is it right? And there comes a time when we must take a position that is neither safe, nor politic, nor popular, but one must take it because it is right."
94,Martin Luther King Jr. Quotes,"By opening our lives to God in Christ, we become new creatures. This experience, which Jesus spoke of as the new birth, is essential if we are to be transformed nonconformists … Only through an inner spiritual transformation do we gain the strength to fight vigorously the evils of the world in a humble and loving spirit."
95,Martin Luther King Jr. Quotes,"Now there is a final reason I think that Jesus says, ‘Love your enemies.’ It is this: that love has within it a redemptive power. And there is a power there that eventually transforms individuals. Just keep being friendly to that person. Just keep loving them, and they can’t stand it too long. Oh, they react in many ways in the beginning. They react with guilt feelings, and sometimes they’ll hate you a little more at that transition period, but just keep loving them. And by the power of your love they will break down under the load. That’s love, you see. It is redemptive, and this is why Jesus says love. There’s something about love that builds up and is creative. There is something about hate that tears down and is destructive. So love your enemies."
96,Martin Luther King Jr. Quotes,The God whom we worship is not a weak and incompetent God. He is able to beat back gigantic waves of opposition and to bring low prodigious mountains of evil. The ringing testimony of the Christian faith is that God is able.
97,Martin Luther King Jr. Quotes,"I have a dream that one day every valley shall be exalted, every hill and mountain shall be made low, the rough places will be made straight and the glory of the Lord shall be revealed and all flesh shall see it together."
98,Martin Luther King Jr. Quotes,"The first question which the priest and the Levite asked was: ‘If I stop to help this man, what will happen to me?’ But… the good Samaritan reversed the question: ‘If I do not stop to help this man, what will happen to him?’"
99,Martin Luther King Jr. Quotes,Seeing is not always believing.
100,Martin Luther King Jr. Quotes,"The evidence of Martin Luther King Jnr’s “I have a dream” declaration was a passionate confirmation of how a dream meant for liberation, success and fulfilled life can become true.Israelmore Ayivor, Shaping the Dream"
101,Martin Luther King Jr. Quotes,"We can move in that direction as a country, in greater polarization – black people amongst blacks, and white amongst whites, filled with hatred toward one another. Or we can make an effort, as Martin Luther King Jr. did, to understand and to comprehend, and replace that violence, that stain of bloodshed that has spread across our land, with an effort to understand, compassion and love…. What we need in the United States is not division; what we need in the United States is not hatred; what we need in the United States is not violence and lawlessness, but is love and wisdom, and compassion toward one another, and a feeling of justice toward those who still suffer within our country, whether they be white or whether they be black.Robert F. Kennedy"
102,Martin Luther King Jr. Quotes,"Dr. Martin Luther King Jr.’s dream was a manifestation of hope that humanity might one day get out of its own way by finding the courage to realize that love and nonviolence are not indicators of weakness but gifts of significant strength.Aberjhani, Illuminated Corners: Collected Essays and Articles Volume I"
103,Martin Luther King Jr. Quotes,We can’t answer King’s assassination with violence. That would be the worst tribute we could pay him.Sammy Davis Jr.
0,Maya Angelou Quotes,Have enough courage to trust love one more time and always one more time.
1,Maya Angelou Quotes,"I’ve learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."
2,Maya Angelou Quotes,"I did then what I knew how to do. Now that I know better, I do better."
3,Maya Angelou Quotes,"You can ask forgiveness of others, but in the end the real forgiveness is in one’s own self."
4,Maya Angelou Quotes,You can’t get too high for somebody to bring you down.The Heart of a Woman
5,Maya Angelou Quotes,A leader sees greatness in other people. He nor she can be much of a leader if all she sees is herself.
6,Maya Angelou Quotes,"Human beings are more alike than unalike. Whether in Paris, Texas, or Paris, France, we all want to have good jobs where we are needed and respected and paid just a little more than we deserve. We want healthy children, safe streets, to be loved and have the unmitigated gall to accept love."
7,Maya Angelou Quotes,"Suddenly we see that love costs all we are, and will ever be. Yet it is only love which sets us free."
8,Maya Angelou Quotes,"The only way you can be a mark is if you want something for nothing. If you’re greedy, you’re set up."
9,Maya Angelou Quotes,"You are the sum total of everything you’ve ever seen, heard, eaten, smelled, been told, forgot – it’s all there. Everything influences each of us, and because of that I try to make sure that my experiences are positive."
10,Maya Angelou Quotes,"I’ve learned that every day you should reach out and touch someone. People love a warm hug, or just a friendly pat on the back."
11,Maya Angelou Quotes,A mother’s love liberates.
12,Maya Angelou Quotes,Success is loving life and daring to live it.
13,Maya Angelou Quotes,"Stepping onto a brand-new path is difficult, but not more difficult than remaining in a situation, which is not nurturing to the whole woman."
14,Maya Angelou Quotes,Don’t let the man bring you down.The Heart of a Woman
15,Maya Angelou Quotes,"I’ve learned that regardless of your relationship with your parents, you’ll miss them when they’re gone from your life."
16,Maya Angelou Quotes,"When I look back, I am so impressed again with the life-giving power of literature. If I were a young person today, trying to gain a sense of myself in the world, I would do that again by reading, just as I did when I was young."
17,Maya Angelou Quotes,My great hope is to laugh as much as I cry; to get my work done and try to love somebody and have the courage to accept the love in return.
18,Maya Angelou Quotes,"Hate, it has caused a lot of problems in the world, but has not solved one yet."
19,Maya Angelou Quotes,"Love recognizes no barriers. It jumps hurdles, leaps fences, penetrates walls to arrive at its destination full of hope."
20,Maya Angelou Quotes,"You can’t use up creativity. The more you use, the more you have."
21,Maya Angelou Quotes,We need much less than we think we need.
22,Maya Angelou Quotes,"To those who have given up on love: I say, ‘Trust life a little bit.’"
23,Maya Angelou Quotes,"If you have only one smile in you, give it to the people you love. Don’t be surly at home, then go out in the street and start grinning ‘Good morning’ at total strangers."
24,Maya Angelou Quotes,A friend may be waiting behind a stranger’s face.Letter to My Daughter
25,Maya Angelou Quotes,Words mean more than what is set down on paper. It takes the human voice to infuse them with shades of deeper meaning.
26,Maya Angelou Quotes,"The ship of my life may or may not be sailing on calm and amiable seas. The challenging days of my existence may or may not be bright and promising. Stormy or sunny days, glorious or lonely nights, I maintain an attitude of gratitude. If I insist on being pessimistic, there is always tomorrow. Today I am blessed."
27,Maya Angelou Quotes,"When we give cheerfully and accept gratefully, everyone is blessed."
28,Maya Angelou Quotes,"When we find someone who is brave, fun, intelligent, and loving, we have to thank the universe."
29,Maya Angelou Quotes,When was the last time anyone told you how important you are?
30,Maya Angelou Quotes,"If a person – any human being – is told often enough, ‘You are nothing. You are nothing. You account for nothing. You count for nothing. You are less than a human being. I have no visibility of you,’ the person finally begins to believe it."
31,Maya Angelou Quotes,We are here to love each other. That is why you are alive. That is what life is for.
32,Maya Angelou Quotes,I think a hero is any person really intent on making this a better place for all people.
33,Maya Angelou Quotes,"Home is a refuge not only from the world, but a refuge from my worries, my troubles, my concerns."
